Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,Continent,Reliable
Trinidad and Tobago,210,,8,,135,North America,True
Tunisia,1642,,51,,1241,Africa,True
Turkey,237265,,5798,,220546,Asia,True
Turks and Caicos,129,,2,,39,North America,True
UAE,61845,,354,,55739,Asia,True
UK,308134,,46413,,N/A,Europe,False
USA,5032179,,162804,,2576668,North America,True
Uganda,1223,,5,,1102,Africa,True
Ukraine,76808,,1819,,42524,Europe,True
Uruguay,1318,,37,,1079,South America,True
Uzbekistan,28315,,175,,19291,Asia,True
Vatican City,12,,,,12,Europe,False
Venezuela,22299,,195,,12146,South America,True
Vietnam,747,,10,,392,Asia,True
Western Sahara,10,,1,,8,Africa,True
Yemen,1768,,508,,898,Asia,True
Zambia,7164,,199,,5786,Africa,True
Zimbabwe,4339,,84,,1264,Africa,True
World,19248056,6677,717475,820,12146056,,False
