Country,AllCase,NewCase,AllDeath,NewDeath,AllRecovered,Continent,Accuracy*
Lesotho,2.8926510338773004,,1.380211241711606,,2.2430380486862944,Africa,1
Liberia,3.093421685162235,,1.8976270912904414,,2.8603380065709936,Africa,1
Libya,3.7729814503449637,,2.0969100130080562,,2.859738566197147,Africa,1
Liechtenstein,1.9493900066449128,,0.0,,1.9294189257142926,Europe,1
Lithuania,3.3585059114902354,1.255272505103306,1.9084850188786497,,3.225050696138049,Europe,1
Luxembourg,3.8582965245338854,,2.0827853703164503,,3.7902851640332416,Europe,1
Macao,1.662757831681574,,,,1.662757831681574,Asia,0
Madagascar,4.124406399745029,2.060697840353612,2.1818435879447726,0.0,4.052155067199565,Africa,1
Malawi,3.669688708056208,,2.164352855784437,,3.385606273598312,Africa,1
Malaysia,3.9591845427311916,0.9542425094393249,2.0969100130080562,,3.9449266099862155,Asia,1
Maldives,3.712397131406715,,1.3010299956639813,0.0,3.452553063228925,Asia,1
Mali,3.4104397862103464,,2.0969100130080562,,3.2942457161381182,Africa,1
Malta,3.0572856444182146,1.462397997898956,0.9542425094393249,,2.840106094456758,Europe,1
Martinique,2.526339277389844,,1.2041199826559248,,1.9912260756924949,North America,1
Mauritania,3.8165726960261033,,2.1958996524092336,,3.745855195173729,Africa,1
Mauritius,2.53655844257153,,1.0,,2.5237464668115646,Africa,1
Mayotte,3.4868553552769432,,1.591064607026499,,3.452553063228925,Africa,1
Mexico,5.686489692482449,3.744918542441353,4.724300451611601,2.848189116991399,5.515864575132979,North America,1
Moldova,4.444684830316479,,2.929418925714293,,4.285557309007774,Europe,1
Monaco,2.123851640967086,,0.6020599913279624,,2.0530784434834195,Europe,1
Mongolia,2.4668676203541096,,,,2.419955748489758,Asia,0
Montenegro,3.567731962548069,,1.8325089127062364,,3.401572845676446,Europe,1
Montserrat,1.1139433523068367,,0.0,,1.0791812460476249,North America,1
Morocco,4.532282894538802,,2.7126497016272113,,4.389591307455197,Africa,1
Mozambique,3.382197210377454,,1.2041199826559248,,2.934498451243568,Africa,1
Myanmar,2.5563025007672873,,0.7781512503836436,,2.494154594018443,Asia,1
Namibia,3.4915017662373264,,1.2787536009528289,,2.8543060418010806,Africa,1
Nepal,4.379269249473647,2.8048206787211623,1.919078092376074,0.6020599913279624,4.22177925693969,Asia,1
Netherlands,4.777955773881275,2.8915374576725643,3.7895102040902544,0.3010299956639812,N/A,Europe,0
New Caledonia,1.3617278360175928,,,,1.3424226808222062,Australia/Oceania,0
New Zealand,3.1958996524092336,0.0,1.3424226808222062,,3.1835545336188615,Australia/Oceania,1
Nicaragua,3.591287265058499,,2.089905111439398,,3.4643404846276673,North America,1
Niger,3.0637085593914173,,1.8388490907372552,,3.0261245167454502,Africa,1
Nigeria,4.670867154818605,,2.9777236052888476,,4.5230437458353405,Africa,1
North Macedonia,4.082174775484666,2.1492191126553797,2.7234556720351857,0.0,3.91634865227546,Europe,1
Norway,3.9860547807696953,,2.4082399653118496,,3.9472866446777983,Europe,1
Oman,4.914078585389112,2.419955748489758,2.7267272090265724,1.0791812460476249,4.884908594162607,Asia,1
Pakistan,5.4551358160185,2.725094521081469,3.7861833455676335,1.1760912590556813,5.417049649583315,Asia,1
Palestine,4.172456974400587,2.5622928644564746,2.0086001717619175,0.3010299956639812,3.9055260484350485,Asia,0
Panama,4.877336785252073,,3.2211533219547053,,4.694692926331484,North America,1
Papua New Guinea,2.330413773349191,,0.47712125471966244,,1.724275869600789,Australia/Oceania,1
Paraguay,3.859378504425601,,1.9138138523837167,,3.7223047868743278,South America,1
Peru,5.68406670262507,,4.327889981648543,,5.517728868565916,South America,1
Philippines,5.144692493939179,3.475235222604128,3.3639878297484915,1.2787536009528289,4.835259232912736,Asia,1
Poland,4.723956176778731,2.741151598851785,3.26030994579492,1.0791812460476249,4.569958818096594,Europe,1
Portugal,4.722839505724351,,3.245265839457461,,4.586587304671755,Europe,1
Qatar,5.054084226205352,,2.27415784926368,,5.041365047357256,Asia,1
Romania,4.804561930962418,3.084576277934331,3.441538038702161,1.5440680443502757,4.485508484833821,Europe,1
Russia,5.953082360072154,3.694166295933198,4.179867631270406,2.113943352306837,5.847063421856598,Europe,1
Rwanda,3.3328422669943514,,0.8450980400142568,,3.1436392352745433,Africa,1
Réunion,2.838849090737255,,0.6989700043360189,,2.8000293592441343,Africa,1
Saint Barthelemy,1.1139433523068367,,,,0.7781512503836436,North America,0
Saint Kitts and Nevis,1.2304489213782739,,,,1.2304489213782739,North America,0
Saint Lucia,1.3979400086720377,,,,1.3979400086720377,North America,0
Saint Martin,1.8920946026904804,,0.47712125471966244,,1.6434526764861874,North America,1
Saint Pierre and Miquelon,0.6020599913279624,,,,0.0,North America,0
Saint Vincent and the Grenadines,1.7558748556724915,,,,1.7160033436347992,North America,0
San Marino,2.8444771757456815,,1.6232492903979006,,2.8175653695597807,Europe,1
Saudi Arabia,5.464590880925957,3.182129214052998,3.5096057046115563,1.5314789170422551,5.406741101592505,Asia,1
Senegal,4.056142262059052,1.8325089127062364,2.376576957056512,0.3010299956639812,3.8720979742742268,Africa,1
Serbia,4.451202892057113,,2.8102325179950842,,4.27795284703881,Europe,1
Seychelles,2.100370545117563,,,,2.0969100130080562,Africa,0
Sierra Leone,3.2826221128780624,,1.8388490907372552,,3.1604685311190375,Africa,1
Singapore,4.743141163573161,1.7853298350107671,1.4313637641589874,,4.695560472775774,Asia,1
Slovakia,3.417471693203293,1.2041199826559248,1.4913616938342726,,3.2727695865517594,Europe,1
Slovenia,3.3564083270389813,1.2304489213782739,2.110589710299249,0.0,3.292256071356476,Europe,1
Somalia,3.508798965403905,,1.968482948553935,,3.2375437381428744,Africa,1
South Africa,5.75096944329022,,4.026165408839252,,5.6203442997544935,Africa,1
South Korea,4.1661339703051095,1.5314789170422551,2.484299839346786,,4.137638905022756,Asia,1
South Sudan,3.392696953259666,,1.6720978579357175,,3.070037866607755,Africa,1
Spain,5.568272144489586,,4.456001437208452,,N/A,Europe,0
Sri Lanka,3.4586378490256493,0.6020599913279624,1.0413926851582251,,3.4186326873540653,Asia,1
Sudan,4.080373916701309,1.8864907251724818,2.895422546039408,0.6989700043360189,3.798097932062486,Africa,1
Suriname,3.3960248966085933,,1.4771212547196624,,3.2237554536572413,South America,1
Sweden,4.918931558676309,,3.760874638052189,,N/A,Europe,0
Switzerland,4.56696751468097,2.271841606536499,3.298853076409707,0.47712125471966244,4.510545010206612,Europe,1
Syria,3.098643725817057,,1.7160033436347992,,2.561101383649056,Asia,1
São Tomé and Príncipe,2.9434945159061026,,1.1760912590556813,,2.9030899869919438,Africa,1
Taiwan,2.681241237375587,,0.8450980400142568,,2.6464037262230695,Asia,1
Tajikistan,3.893595333819883,,1.792391689498254,,3.820464190577684,Asia,1
Tanzania,2.7067177823367587,,1.3222192947339193,,2.2624510897304293,Africa,1
Thailand,3.5251744278352715,,1.7634279935629373,,3.500099191915723,Asia,1
Timor-Leste,1.3979400086720377,,,,1.380211241711606,Asia,0
Togo,3.0281644194244697,,1.3979400086720377,,2.8627275283179747,Africa,1
Trinidad and Tobago,2.44870631990508,,0.9030899869919435,,2.1398790864012365,North America,1
Tunisia,3.2347702951609163,,1.7075701760979363,,3.1020905255118367,Africa,1
Turkey,5.383809982131169,,3.76774936734558,,5.352124608319704,Asia,1
Turks and Caicos,2.3344537511509307,,0.3010299956639812,,1.591064607026499,North America,1
UAE,4.799106105036147,2.4183012913197452,2.5538830266438746,0.0,4.755577605113872,Asia,1
UK,5.493654589252159,,4.667695716350138,,N/A,Europe,0
USA,6.720468824367117,3.361160995195026,5.220821732665035,1.9084850188786497,6.434130396568904,North America,0
Uganda,3.118264726089479,1.2041199826559248,0.9542425094393249,,3.056142262059052,Africa,1
Ukraine,4.919679409215585,3.0637085593914173,3.2902572693945182,1.462397997898956,4.652575080970146,Europe,1
Uruguay,3.13481437032046,,1.568201724066995,,3.059184617631371,South America,1
Uzbekistan,4.501702691990101,2.6464037262230695,2.3096301674258988,0.6020599913279624,4.374821638471994,Asia,1
Vatican City,1.0791812460476249,,,,1.0791812460476249,Europe,0
Venezuela,4.4281347940287885,,2.359835482339888,,4.228656958108935,South America,1
Vietnam,2.9360107957152097,1.2041199826559248,1.2041199826559248,0.0,2.6009728956867484,Asia,1
Western Sahara,1.0,,0.0,,0.9030899869919435,Africa,1
Yemen,3.2629254693318317,,2.714329759745233,,2.9614210940664485,Asia,1
Zambia,3.9177680024477564,1.8129133566428555,2.3820170425748683,,3.8453461374114086,Africa,1
Zimbabwe,3.6765107102825536,,2.0170333392987803,,3.182984967003582,Africa,1
World,7.307350321577566,4.718825420660936,5.869228785298888,3.250907699700856,7.114282670964273,,0
